name,zipp time,mono time,e time,total time,poly cl,mono cl,all subst,new cl,mono win,status
ITP241^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT158^1,0.084646,0.196801,0.000318,30.369,-1,-1,815,205,0,-1
SWW527_5,0.088697,0.357042,0.007792,21.380,-1,-1,2375,289,1,1
ITP195^2,0.118700,0.656924,0.000235,40.661,-1,-1,7991,895,0,-1
COM064_5,0.100433,-1.0,0.000259,30.274,-1,-1,-1,-1,0,-1
DAT255^1,0.139716,2.247540,0.042615,2.853,-1,-1,25093,838,1,1
DAT144^1,0.076166,0.248227,0.009517,0.373,-1,-1,1730,292,1,1
PRO027^1,0.166210,0.558310,0.000197,30.786,-1,-1,4074,562,0,-1
DAT309^1,0.007649,0.015938,0.000228,29.939,-1,-1,78,10,0,-1
SWW569_5,0.154770,9.852788,0.046622,10.809,-1,-1,34722,398,1,1
SWW571_5,0.258641,9.644190,0.047356,11.028,-1,-1,30293,393,1,1
DAT137^1,0.075469,0.180670,0.015640,0.305,-1,-1,553,156,1,1
ITP131^2,0.021962,0.027576,0.000213,0.041,-1,-1,0,0,0,0
COM054_5,0.102131,0.978720,0.000255,31.333,-1,-1,8819,594,0,-1
ITP254^4,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
COM117_5,0.104215,-1.0,0.000306,29.886,-1,-1,-1,-1,0,-1
NUM925^4,0.943632,1.049687,0.027978,6.396,-1,-1,0,0,1,1
SEV446^1,0.008483,0.014810,0.002632,0.022,-1,-1,16,4,1,1
LCL751_5,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP264_2,6.601900,-1.0,0.000300,36.662,-1,-1,-1,-1,0,-1
ITP210^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP006^7,0.269745,0.292837,0.000548,0.306,-1,-1,312,51,1,1
COM166^1,0.088375,0.374663,0.000254,33.751,-1,-1,2682,247,0,-1
PRO028^1,0.275140,0.945257,0.000446,31.250,-1,-1,4117,561,0,-1
ITP003^7,0.134487,0.148692,0.000237,30.456,-1,-1,0,0,0,-1
NUM950_5,0.028961,0.059955,0.000255,30.159,-1,-1,160,40,0,-1
SEV464^1,0.010352,0.025991,0.000226,29.765,-1,-1,200,20,0,-1
COM169^1,0.084380,0.268793,0.012323,1.858,-1,-1,1412,248,1,1
SCT169_5,0.057136,0.156060,0.008084,14.905,-1,-1,720,244,1,1
ITP207^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
ITP017^7,1.321970,1.329065,0.000207,31.462,-1,-1,0,0,0,-1
ITP103^2,0.076563,0.133331,0.009511,1.849,-1,-1,134,32,1,1
DAT160^1,0.071386,0.245034,0.000456,30.412,-1,-1,1897,191,0,-1
COM110_5,0.280205,-1.0,0.000336,32.158,-1,-1,-1,-1,0,-1
LCL775_5,0.078169,0.223046,0.011340,0.424,-1,-1,1727,295,1,1
DAT157^1,0.075381,0.154219,0.004087,0.198,-1,-1,317,83,1,1
ITP213_2,4.594723,-1.0,0.000220,34.603,-1,-1,-1,-1,0,-1
SCT210_5,0.128764,-1.0,0.000298,32.817,-1,-1,-1,-1,0,-1
ITP041^2,0.211179,-1.0,0.000294,31.343,-1,-1,-1,-1,0,-1
ITP274^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
COM070_5,0.089786,-1.0,0.000267,30.626,-1,-1,-1,-1,0,-1
ITP016^3,0.012038,0.017144,0.000227,30.142,-1,-1,0,0,0,-1
ITP076^2,0.060244,0.093921,0.000275,30.227,-1,-1,0,0,0,-1
LCL822_5,0.225424,-1.0,0.000278,29.998,-1,-1,-1,-1,0,-1
COM198^1,0.103398,0.440693,0.000213,30.709,-1,-1,5447,789,0,-1
