name,zipp time,mono time,e time,total time,poly cl,mono cl,all subst,new cl,mono win,status
DAT307^1,0.007869,0.015566,0.000206,30.097,-1,-1,44,0,0,-1
ITP221_2,4.720304,-1.0,0.000256,34.922,-1,-1,-1,-1,0,-1
ITP260_2,8.514996,-1.0,0.000286,39.038,-1,-1,-1,-1,0,-1
ITP282^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
COM047_5,0.023154,0.119440,0.000549,30.196,-1,-1,1368,0,0,-1
DAT315^1,0.008155,0.014049,0.000260,0.037,-1,-1,4,0,0,1
SWV771_5,0.069828,0.198410,0.000222,30.291,-1,-1,1106,0,0,-1
DAT185^1,0.100481,0.386025,0.000212,29.862,-1,-1,2309,0,0,-1
DAT115^1,0.194748,0.624504,0.000272,1.266,-1,-1,3371,0,0,1
SEV500^1,0.017145,0.039132,0.000240,30.594,-1,-1,160,0,0,-1
SEV486^1,0.006381,0.011751,0.000201,0.059,-1,-1,12,0,0,1
COM120_5,0.071967,13.853121,0.000231,43.907,-1,-1,30267,0,0,-1
DAT117^1,0.156606,0.478154,0.000299,36.274,-1,-1,1675,0,0,-1
LCL790_5,0.093471,-1.0,0.000304,30.107,-1,-1,-1,-1,0,-1
LCL840_5,0.068828,0.217477,0.005568,4.370,-1,-1,1663,0,1,1
ITP256^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT249^1,0.079238,0.239005,0.000237,30.026,-1,-1,3139,0,0,-1
SCT214_5,0.042646,0.107118,0.003264,0.115,-1,-1,833,0,1,1
NUM937_5,0.031376,0.067772,0.000269,30.194,-1,-1,200,0,0,-1
SWW469_5,0.040800,0.120812,0.000267,30.000,-1,-1,280,0,0,-1
COM209^1,0.117100,1.187709,0.000471,1.199,-1,-1,21260,0,1,1
DAT206^1,0.109076,0.794950,0.000261,30.477,-1,-1,9031,0,0,-1
ITP278^4,2.255998,-1.0,0.000237,32.334,-1,-1,-1,-1,0,-1
ITP252^2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
DAT220^1,0.157532,-1.0,0.000289,30.171,-1,-1,-1,-1,0,-1
